Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
5514316,MALDEN,3/30/25,Property damage only (none injured),Open,12:54 AM,2025,No Apparent Injury (O),2,Local police,,25-34,45-54,,,12:00AM to 12:59AM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Angle,4,,,, PW20254553625,Wet,Four-way intersection,MAPC,0,0,Traffic control signal,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: N,Rain,MIDDLESEX,25000242,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,234578.0935,907544.1252,42.41764798,-71.07987414,, HIGHLAND AV Rte    / MEDFORD ST Rte,,,,,,,,,,,14259,2020,0.632,812,0.109,115,Both sides,City or Town accepted road,,9,9,0,No Shoulder,36,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,25,HIGHLAND AVENUE,MEDFORD CITY LINE,MEDFORD CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,25,0,0,,,Minor Arterial
5514317,MALDEN,3/23/25,Property damage only (none injured),Open,12:54 PM,2025,No Apparent Injury (O),2,Local police,,25-34,25-34,,,12:00PM to 12:59PM,D1: (Failed to yield right of way)  / D2: (No improper driving) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254553608,Dry,Not at junction,MAPC,0,0,Stop signs,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: S,Clear,MIDDLESEX,25000228,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237684.8708,908407.3346,42.42527509,-71.042071,61, BROADWAY Rte S,,,,,,,,,,,20559,2020,0.33,801,0.105,224,Both sides,City or Town accepted road,,6,6,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,4,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,35,0,0,,,Principal Arterial - Other
5514322,MALDEN,3/21/25,Property damage only (none injured),Open,5:05 PM,2025,No Apparent Injury (O),2,Local police,,25-34,25-34,,,05:00PM to 05:59PM,D2: (Inattention) ,,Collision with parked motor vehicle,Yes,Daylight,Angle,4,,,, PW20254553611,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Parked / V2: Backing,"V1:(Passenger car) / V2:(Single-unit truck (2-axle, 6-tires))",V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1:    / V2: N,Clear/Clear,MIDDLESEX,25000227,"V1:(No, not federally reportable) / V2:(Yes, federally reportable)","Yes, federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with parked motor vehicle),No,,,,,,,,235164.7625,908613.488,42.42724872,-71.0726811,215, PLEASANT ST Rte N,,,,,,,,,,,,,,,,,,Unaccepted by city or town,,,,,,,,,,,,,,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,,,,,PLEASANT STREET,MAIN STREET,CUL_DE_SAC,MALDEN,,,,,,,,,,,Local
5514330,MALDEN,3/20/25,Non-fatal injury,Open,5:52 PM,2025,Suspected Minor Injury (B),2,Local police,,25-34,25-34,,,05:00PM to 05:59PM,D1: (Unknown)  / D2: (No improper driving) ,D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254553612,Dry,Not at junction,MAPC,0,1,No controls,"Two-way, not divided",V1: Entering traffic lane / V2: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: S  / V2: S,Clear,MIDDLESEX,25000226,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235042.506,908857.7088,42.42945283,-71.07415191,80, SUMMER ST Rte S,,,,,,,,,,,2709,2020,0.21,131,0,16,Both sides,City or Town accepted road,,10,8,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,SUMMER STREET,PLEASANT STREET,DEAD END,MALDEN,Fair,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5514338,MALDEN,3/26/25,Non-fatal injury,Open,8:40 AM,2025,Possible Injury (C),1,Local police,,55-64,55-64,35-44,35-44,08:00AM to 08:59AM,D1: (Unknown) ,,Collision with cyclist,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location, VU2: Sidewalk, VU2: Bicyclist, PW20254553619,Dry,T-intersection,MAPC,0,1,Unknown,"Two-way, not divided",V1: Turning left,V1:(Passenger car),V1:(No),V1:(No),V1: E,Cloudy/Clear,MIDDLESEX,25000235,"V1:(No, not federally reportable)","No, not federally reportable",Outside roadway,At Address,No hit and run,,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",None,"No, school bus not involved",35,Not reported, V1:(Collision with cyclist),No," VU2:(Walking/Cycling on Sidewalk),(Collision with motor vehicle in transport)",, VU2: None,,,,,237711.3652,908504.8042,42.42615128,-71.0417427,88, BROADWAY Rte S,,,,,,,,,,,20559,2020,0.33,801,0.105,224,Both sides,City or Town accepted road,,6,6,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,4,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,35,0,0,,,Principal Arterial - Other
5514339,MALDEN,3/30/25,Non-fatal injury,Open,5:20 AM,2025,Suspected Minor Injury (B),2,Local police,,25-34,55-64,,,05:00AM to 05:59AM,D1: (No improper driving)  / D2: (No improper driving) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Rear-end,4,,,, PW20254553632,Wet,Four-way intersection,MAPC,0,2,Traffic control signal,"Two-way, divided, unprotected median",V1: Slowing or stopped in traffic / V2: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",V1:(No) / V2:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: W,Rain,MIDDLESEX,25000243,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236498.9844,908744.1252,42.42836347,-71.0564598,, EASTERN AV Rte W  / BRYANT ST Rte,,,,,,,,,,,15279,2020,0.558,702,0.155,168,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5514341,MALDEN,3/24/25,Property damage only (none injured),Open,3:47 PM,2025,No Apparent Injury (O),2,Local police,,25-34,75-84,,,03:00PM to 03:59PM,D1: (Failed to yield right of way)  / D2: (No improper driving) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254553617,Wet,Four-way intersection,MAPC,0,0,Stop signs,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Passenger car)",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: S,Rain,MIDDLESEX,25000230,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236245.5157,909397.1873,42.43425449,-71.05949894,, BAINBRIDGE ST Rte W  / PIERCE ST Rte S,,,,,,,,,,,3581,2020,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,BAINBRIDGE STREET,ROCKWELL STREET,MOUNT VERNON STREET,MALDEN,Good,Rolling Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector
5514347,MALDEN,3/31/25,Property damage only (none injured),Open,10:06 AM,2025,No Apparent Injury (O),2,Local police,,25-34,35-44,,,10:00AM to 10:59AM,D1: (Failure to keep in proper lane or running off road)  / D2: (No improper driving) ,D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254553635,Dry,Four-way intersection,MAPC,0,0,Traffic control signal,"Two-way, divided, unprotected median",V1: Backing / V2: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility)) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: E,Cloudy,MIDDLESEX,25000245,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,234924.2501,907544.1252,42.41763255,-71.07566839,, COMMERCIAL ST Rte E  / MEDFORD ST Rte 6,,,,,,,,,,,13022,2020,0.477,638,0.068,78,Both sides,City or Town accepted road,,7,7,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,4,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,COMMERCIAL STREET,PLEASANT STREET,MEDFORD CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5514352,MALDEN,3/7/25,Non-fatal injury,Open,4:58 PM,2025,Suspected Serious Injury (A),1,Local police,,25-34,25-34,45-54,45-54,04:00PM to 04:59PM,D1: (Unknown) ,,Collision with cyclist,Yes,Daylight,Single vehicle crash,4, VU3: Entering or crossing location, VU3: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU3: Motorized Bicyclist, PW20254553565,Dry,T-intersection,MAPC,0,1,Traffic control signal,"Two-way, divided, unprotected median",V1: Turning left,V1:(Passenger car),V1:(No),V1:(No),V1: W,Clear,MIDDLESEX,25000189,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with cyclist),No, VU3:(Crossing Roadway),,,,,,,236896.5465,908864.3751,42.42942731,-71.05162098,, EASTERN AV Rte W  / WILLOW ST Rte S,,,,,,,,,,,15622,2020,0.558,719,0.155,172,Both sides,City or Town accepted road,,6,6,0,No Shoulder,28,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,EASTERN AVENUE,MAIN STREET,LYNN STREET,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,Surfaced shoulder exists – Portland Cement Concrete surface (PCC,8,,,Principal Arterial - Other
5514353,MALDEN,3/23/25,Property damage only (none injured),Open,8:34 PM,2025,No Apparent Injury (O),2,Local police,,21-24,35-44,,,08:00PM to 08:59PM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Rear-end,4,,,, PW20254553583,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: E,Clear,MIDDLESEX,25000229,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,Operator Designated,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236571.1854,907757.0566,42.41947398,-71.05564491,236, BELMONT STREET,,,,,,,,,,,2822,2020,0.21,137,0,17,Both sides,City or Town accepted road,,8,8,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,BELMONT STREET,FERRY STREET,MAIN STREET,MALDEN,Good,Rolling Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5516485,MALDEN,3/26/25,Property damage only (none injured),Open,2:42 PM,2025,No Apparent Injury (O),2,State police,A,25-34,25-34,,,02:00PM to 02:59PM,D1: (Operating defective equipment)  / D2: (No improper driving) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254555982,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,"V1:(Passenger car) / V2:(Single-unit truck (2-axle, 6-tires))",V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1: S  / V2: S,Clear,SUFFOLK, 2025-ATrp-2969,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,Operator Designated,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",55,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,238909.6429,910359.3978,42.44278836,-71.02705692,, BENNETT HIGHWAY Rte US1 S, RAMP-RT 99 TO RT 1 SB,2200 feet S  of,,,,,,,,,77794,2014,0.269,3357,0.08,2748,Right side only,Massachusetts Department of Transportation,,0,0,2,Hardened bituminous mix or penetration,24,Bituminous concrete road,10,Hardened bituminous mix or penetration,2,2,4,Positive Barrier – rigid,Large Urbanized Area,Rural or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,Full Access Control,2,50,BENNETT HIGHWAY,,RAMP-RT 1 SB TO SALEM ST (LYNN ST),MALDEN,Deficient,Level Terrain,,Grown,8006,0,0,0,,,Principal Arterial - Other Freeways or Expressways
5516691,MALDEN,4/2/25,Property damage only (none injured),Open,6:48 AM,2025,No Apparent Injury (O),3,State police,A,35-44,45-54,,,06:00AM to 06:59AM,D1: (No improper driving)  / D2: (No improper driving)  / D3: (Followed too closely) ,D1: Not Distracted / D2: Not Distracted / D3: Not Distracted,Collision with motor vehicle in traffic,Yes,Dawn,Rear-end,4,,,, PW20254556177,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Slowing or stopped in traffic / V2: Slowing or stopped in traffic / V3: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car),V1:(No) / V2:(No) / V3:(No),"V1:(No) / V2:(Yes, vehicle or trailer disabled) / V3:(Yes, vehicle or trailer disabled)",V1: N  / V2: N  / V3: N,Clear/Clear,MIDDLESEX, 2025-ATrp-3214,"V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,"No, device not functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),No,,,,,,,,234070.0154,907921.0629,42.42106374,-71.08602499,, FELLSWAY / EMERALD STREET,,,,,,,,,Fellsway,20 feet N  of,22994,2020,0.558,1058,0.155,253,Both sides,Department of Conservation and Recreation,,0,5,2,Hardened bituminous mix or penetration,24,Bituminous concrete road,8,Hardened bituminous mix or penetration,2,3,8,Raised Median,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,Partial Access Control,,35,FELLSWAY,,PRESIDENTS LANDING,MALDEN,Fair,Level Terrain,,Pulled back from HPMS network estimation routine,,0,0,0,,,Principal Arterial - Other
5523582,MALDEN,4/24/25,Non-fatal injury,Open,7:13 PM,2025,Suspected Minor Injury (B),2,State police,A,25-34,65-74,,,07:00PM to 07:59PM,D1: (No improper driving)  / D2: (Followed too closely) ,D1: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Rear-end,4,,,, PW20254563649,Dry,On-ramp,MAPC,0,1,Yield signs,"Two-way, divided, unprotected median",V1: Slowing or stopped in traffic / V2: Slowing or stopped in traffic,V1:(Motorcycle) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: W  / V2: W,Clear,MIDDLESEX, 2025-ATrp-3961,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,239389.696,909675.6973,42.43660925,-71.02126868,, ROUTE 1 Rte    / SALEM ST Rte,,,,,,,,,,,67306,2020,0.153,1585,0.049,736,Right side only,Massachusetts Department of Transportation,,0,5,2,Hardened bituminous mix or penetration,24,Bituminous concrete road,4,Hardened bituminous mix or penetration,2,2,4,Positive Barrier – rigid,Large Urbanized Area,Rural or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,Full Access Control,,50,CUTLER HIGHWAY,RAMP-RT 1 NB TO SALEM ST,NORTHEAST EXPRESSWAY,REVERE,Fair,Level Terrain,,Pulled back from HPMS network estimation routine,,0,0,0,,,Principal Arterial - Other Freeways or Expressways
5524496,MALDEN,4/25/25,Property damage only (none injured),Open,4:12 PM,2025,No Apparent Injury (O),2,State police,A,18-20,25-34,,,04:00PM to 04:59PM,,D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254564649,Dry,Off-ramp,MAPC,0,0,No controls,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Changing lanes,"V1:(Passenger car) / V2:(Single-unit truck (2-axle, 6-tires))",V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1: N  / V2: N,Clear/Clear,SUFFOLK, 2025-ATrp-3989,"V1:(No, not federally reportable) / V2:(Yes, federally reportable)","Yes, federally reportable",Roadway,Operator Designated,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",50,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,239302.295,909718.5259,42.43699923,-71.02232799,, RAMP-RT 1 NB TO SALEM ST, SALEM STREET,200 feet S  of,,,,,,,,,1145,2015,0,0,0,0,Both sides,City or Town accepted road,,0,4,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,1,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Simple Ramp/ Channelized Turning Lane,One-way traffic,No Access Control,,99,RAMP-RT 1 NB TO SALEM ST,BENNETT HIGHWAY ,SALEM STREET ,MALDEN,Good,Rolling Terrain,,Actual,21012,99,0,0,,,Local
